geoid,Tract Number,Neighborhood,Location,Latitude,Longitude,Census_Tract
06037203720,203720,Boyle Heights,"(34.046939, -118.203105)",34.046939,-118.203105,Census Tract 2037.20
06037203800,203800,Boyle Heights,"(34.045049, -118.196441)",34.045049,-118.196441,Census Tract 2038
06037203900,203900,Boyle Heights,"(34.0342105, -118.195139)",34.0342105,-118.195139,Census Tract 2039
06037204110,204110,Boyle Heights,"(34.038791, -118.198734)",34.038791,-118.198734,Census Tract 2041.10
06037204120,204120,Boyle Heights,"(34.033887, -118.2011895)",34.033887,-118.2011895,Census Tract 2041.20
06037204200,204200,Boyle Heights,"(34.043615, -118.205084)",34.043615,-118.205084,Census Tract 2042
06037204300,204300,Boyle Heights,"(34.038738, -118.208061)",34.038738,-118.208061,Census Tract 2043
06037204410,204410,Boyle Heights,"(34.046181, -118.214985)",34.046181,-118.214985,Census Tract 2044.10
06037204420,204420,Boyle Heights,"(34.0445335, -118.211622)",34.0445335,-118.211622,Census Tract 2044.20
06037204600,204600,Boyle Heights,"(34.036247, -118.2161145)",34.036247,-118.2161145,Census Tract 2046
06037204700,204700,Boyle Heights,"(34.030962, -118.212412)",34.030962,-118.212412,Census Tract 2047
06037204810,204810,Boyle Heights,"(34.028574, -118.2027025)",34.028574,-118.2027025,Census Tract 2048.10
06037204820,204820,Boyle Heights,"(34.023785, -118.2058885)",34.023785,-118.2058885,Census Tract 2048.20
06037204910,204910,Boyle Heights,"(34.0250545, -118.1964135)",34.0250545,-118.1964135,Census Tract 2049.10
06037204920,204920,Boyle Heights,"(34.0181175, -118.197122)",34.0181175,-118.197122,Census Tract 2049.20
06037205110,205110,Boyle Heights,"(34.0244945, -118.214114)",34.0244945,-118.214114,Census Tract 2051.10
06037205120,205120,Boyle Heights,"(34.0191645, -118.2113105)",34.0191645,-118.2113105,Census Tract 2051.20
06037206010,206010,Elysian Park,"(34.0702965, -118.2318745)",34.0702965,-118.2318745,Census Tract 2060.10
06037206020,206020,Chinatown,"(34.057696, -118.232064)",34.057696,-118.232064,Census Tract 2060.20
06037206031,206031,Downtown,"(34.0344105, -118.23121)",34.0344105,-118.23121,Census Tract 2060.31
06037206032,206032,Boyle Heights,"(34.0473465, -118.2237095)",34.0473465,-118.2237095,Census Tract 2060.32
06037206050,206050,Boyle Heights,"(34.0290235, -118.2229675)",34.0290235,-118.2229675,Census Tract 2060.50
06037206200,206200,Downtown,"(34.04707, -118.2428045)",34.04707,-118.2428045,Census Tract 2062
06037206300,206300,Downtown,"(34.0405235, -118.244262)",34.0405235,-118.244262,Census Tract 2063
06037207101,207101,Downtown,"(34.0610075, -118.2449835)",34.0610075,-118.2449835,Census Tract 2071.01
06037207102,207102,Chinatown,"(34.058835, -118.239167)",34.058835,-118.239167,Census Tract 2071.02
06037207103,207103,Chinatown,"(34.0642795, -118.2398345)",34.0642795,-118.2398345,Census Tract 2071.03
06037207301,207301,Downtown,"(34.0469135, -118.251366)",34.0469135,-118.251366,Census Tract 2073.01
06037207302,207302,Downtown,"(34.0474815, -118.2478185)",34.0474815,-118.2478185,Census Tract 2073.02
06037207400,207400,Downtown,"(34.056393, -118.24561)",34.056393,-118.24561,Census Tract 2074
06037207501,207501,Downtown,"(34.0565345, -118.2528675)",34.0565345,-118.2528675,Census Tract 2075.01
06037207502,207502,Downtown,"(34.0524315, -118.253282)",34.0524315,-118.253282,Census Tract 2075.02
06037207710,207710,Downtown,"(34.0467345, -118.2622625)",34.0467345,-118.2622625,Census Tract 2077.10
06037207900,207900,Downtown,"(34.0403745, -118.260362)",34.0403745,-118.260362,Census Tract 2079
06037208000,208000,Echo Park,"(34.062852, -118.2552085)",34.062852,-118.2552085,Census Tract 2080
06037208301,208301,Westlake,"(34.061991, -118.265842)",34.061991,-118.265842,Census Tract 2083.01
06037208302,208302,Westlake,"(34.0634965, -118.26261)",34.0634965,-118.26261,Census Tract 2083.02
06037208401,208401,Westlake,"(34.063775, -118.269137)",34.063775,-118.269137,Census Tract 2084.01
06037208402,208402,Westlake,"(34.0682985, -118.265581)",34.0682985,-118.265581,Census Tract 2084.02
06037208501,208501,Westlake,"(34.0694385, -118.271932)",34.0694385,-118.271932,Census Tract 2085.01
06037208502,208502,Westlake,"(34.0660235, -118.2741745)",34.0660235,-118.2741745,Census Tract 2085.02
06037208610,208610,Westlake,"(34.071928, -118.280946)",34.071928,-118.280946,Census Tract 2086.10
06037208620,208620,Westlake,"(34.069656, -118.2780295)",34.069656,-118.2780295,Census Tract 2086.20
06037208710,208710,Westlake,"(34.065666, -118.282003)",34.065666,-118.282003,Census Tract 2087.10
06037208720,208720,Westlake,"(34.062837, -118.2811225)",34.062837,-118.2811225,Census Tract 2087.20
06037208801,208801,Westlake,"(34.0602215, -118.276593)",34.0602215,-118.276593,Census Tract 2088.01
06037208802,208802,Westlake,"(34.061881, -118.2785535)",34.061881,-118.2785535,Census Tract 2088.02
06037208902,208902,Westlake,"(34.0564435, -118.2723635)",34.0564435,-118.2723635,Census Tract 2089.02
06037208903,208903,Westlake,"(34.0594445, -118.273509)",34.0594445,-118.273509,Census Tract 2089.03
06037208904,208904,Westlake,"(34.059592, -118.270177)",34.059592,-118.270177,Census Tract 2089.04
06037209102,209102,Westlake,"(34.05566, -118.2674565)",34.05566,-118.2674565,Census Tract 2091.02
06037209103,209103,Westlake,"(34.0570845, -118.2639395)",34.0570845,-118.2639395,Census Tract 2091.03
06037209104,209104,Westlake,"(34.058994, -118.2663115)",34.058994,-118.2663115,Census Tract 2091.04
06037209200,209200,Westlake,"(34.054276, -118.26086)",34.054276,-118.26086,Census Tract 2092
06037209300,209300,Westlake,"(34.0508765, -118.2678705)",34.0508765,-118.2678705,Census Tract 2093
06037209401,209401,Westlake,"(34.0568345, -118.2810775)",34.0568345,-118.2810775,Census Tract 2094.01
06037209402,209402,Westlake,"(34.0546635, -118.2772135)",34.0546635,-118.2772135,Census Tract 2094.02
06037209403,209403,Westlake,"(34.0531325, -118.273845)",34.0531325,-118.273845,Census Tract 2094.03
06037209510,209510,Westlake,"(34.0530605, -118.281509)",34.0530605,-118.281509,Census Tract 2095.10
06037209520,209520,Pico-Union,"(34.050539, -118.2769545)",34.050539,-118.2769545,Census Tract 2095.20
06037209810,209810,Pico-Union,"(34.049228, -118.2819155)",34.049228,-118.2819155,Census Tract 2098.10
06037209820,209820,Pico-Union,"(34.047197, -118.278215)",34.047197,-118.278215,Census Tract 2098.20
06037210010,210010,Pico-Union,"(34.0467975, -118.2717075)",34.0467975,-118.2717075,Census Tract 2100.10
06037211000,211000,Hancock Park,"(34.0683115, -118.3326325)",34.0683115,-118.3326325,Census Tract 2110
06037211120,211120,Westlake,"(34.0652025, -118.286978)",34.0652025,-118.286978,Census Tract 2111.20
06037211121,211121,Westlake,"(34.0726225, -118.2849265)",34.0726225,-118.2849265,Census Tract 2111.21
06037211122,211122,Koreatown,"(34.0726525, -118.289233)",34.0726525,-118.289233,Census Tract 2111.22
06037211201,211201,Koreatown,"(34.074518, -118.298475)",34.074518,-118.298475,Census Tract 2112.01
06037211202,211202,Koreatown,"(34.074526, -118.2941155)",34.074526,-118.2941155,Census Tract 2112.02
06037211310,211310,Koreatown,"(34.0708895, -118.298462)",34.0708895,-118.298462,Census Tract 2113.10
06037211320,211320,Koreatown,"(34.0708825, -118.294158)",34.0708825,-118.294158,Census Tract 2113.20
06037211410,211410,Koreatown,"(34.0726125, -118.307315)",34.0726125,-118.307315,Census Tract 2114.10
06037211420,211420,Koreatown,"(34.072636, -118.302937)",34.072636,-118.302937,Census Tract 2114.20
06037211500,211500,Windsor Square,"(34.0725965, -118.316)",34.0725965,-118.316,Census Tract 2115
06037211701,211701,Windsor Square,"(34.0653255, -118.3184645)",34.0653255,-118.3184645,Census Tract 2117.01
06037211703,211703,Koreatown,"(34.067143, -118.311589)",34.067143,-118.311589,Census Tract 2117.03
06037211704,211704,Koreatown,"(34.0635115, -118.3116385)",34.0635115,-118.3116385,Census Tract 2117.04
06037211802,211802,Koreatown,"(34.0635375, -118.304729)",34.0635375,-118.304729,Census Tract 2118.02
06037211803,211803,Koreatown,"(34.0671885, -118.3022325)",34.0671885,-118.3022325,Census Tract 2118.03
06037211804,211804,Koreatown,"(34.0671615, -118.3066105)",34.0671615,-118.3066105,Census Tract 2118.04
06037211910,211910,Koreatown,"(34.067207, -118.2985)",34.067207,-118.2985,Census Tract 2119.10
06037211921,211921,Koreatown,"(34.067232, -118.292902)",34.067232,-118.292902,Census Tract 2119.21
06037211922,211922,Koreatown,"(34.067223, -118.295398)",34.067223,-118.295398,Census Tract 2119.22
06037212101,212101,Koreatown,"(34.0635935, -118.29414)",34.0635935,-118.29414,Census Tract 2121.01
06037212102,212102,Koreatown,"(34.0635735, -118.298496)",34.0635735,-118.298496,Census Tract 2121.02
06037212202,212202,Westlake,"(34.056368, -118.2879195)",34.056368,-118.2879195,Census Tract 2122.02
06037212203,212203,Koreatown,"(34.0597625, -118.290359)",34.0597625,-118.290359,Census Tract 2122.03
06037212204,212204,Westlake,"(34.0597755, -118.2861875)",34.0597755,-118.2861875,Census Tract 2122.04
06037212303,212303,Koreatown,"(34.059763, -118.2935145)",34.059763,-118.2935145,Census Tract 2123.03
06037212304,212304,Koreatown,"(34.0597395, -118.2982)",34.0597395,-118.2982,Census Tract 2123.04
06037212305,212305,Koreatown,"(34.056107, -118.298204)",34.056107,-118.298204,Census Tract 2123.05
06037212306,212306,Koreatown,"(34.0561295, -118.2940735)",34.0561295,-118.2940735,Census Tract 2123.06
06037212410,212410,Koreatown,"(34.05971, -118.301987)",34.05971,-118.301987,Census Tract 2124.10
06037212420,212420,Koreatown,"(34.056087, -118.301978)",34.056087,-118.301978,Census Tract 2124.20
06037212501,212501,Koreatown,"(34.0560675, -118.305364)",34.0560675,-118.305364,Census Tract 2125.01
06037212502,212502,Koreatown,"(34.0580795, -118.306623)",34.0580795,-118.306623,Census Tract 2125.02
06037212610,212610,Koreatown,"(34.0598685, -118.314272)",34.0598685,-118.314272,Census Tract 2126.10
06037212620,212620,Koreatown,"(34.0562585, -118.313612)",34.0562585,-118.313612,Census Tract 2126.20
06037212701,212701,Koreatown,"(34.0546775, -118.3194445)",34.0546775,-118.3194445,Census Tract 2127.01
06037212702,212702,Mid-Wilshire,"(34.0575235, -118.3258035)",34.0575235,-118.3258035,Census Tract 2127.02
06037212800,212800,Mid-Wilshire,"(34.0523625, -118.330411)",34.0523625,-118.330411,Census Tract 2128
06037212900,212900,Arlington Heights,"(34.0501175, -118.321485)",34.0501175,-118.321485,Census Tract 2129
06037213100,213100,Arlington Heights,"(34.0508045, -118.3133105)",34.0508045,-118.3133105,Census Tract 2131
06037213201,213201,Harvard Heights,"(34.052656, -118.3044735)",34.052656,-118.3044735,Census Tract 2132.01
06037213202,213202,Harvard Heights,"(34.0490315, -118.3045065)",34.0490315,-118.3045065,Census Tract 2132.02
06037213310,213310,Pico-Union,"(34.0508675, -118.29803)",34.0508675,-118.29803,Census Tract 2133.10
06037213320,213320,Pico-Union,"(34.0508855, -118.2937275)",34.0508855,-118.2937275,Census Tract 2133.20
06037213401,213401,Westlake,"(34.053716, -118.287906)",34.053716,-118.287906,Census Tract 2134.01
06037213402,213402,Pico-Union,"(34.0498995, -118.28787)",34.0498995,-118.28787,Census Tract 2134.02
06037214000,214000,Fairfax,"(34.0745805, -118.3486205)",34.0745805,-118.3486205,Census Tract 2140
06037214100,214100,Hancock Park,"(34.074602, -118.339096)",34.074602,-118.339096,Census Tract 2141
06037214400,214400,Fairfax,"(34.078166, -118.3573315)",34.078166,-118.3573315,Census Tract 2144
06037214501,214501,Mid-Wilshire,"(34.070503, -118.357312)",34.070503,-118.357312,Census Tract 2145.01
06037214502,214502,Mid-Wilshire,"(34.0677735, -118.35135)",34.0677735,-118.35135,Census Tract 2145.02
06037214503,214503,Mid-Wilshire,"(34.0673015, -118.3536195)",34.0673015,-118.3536195,Census Tract 2145.03
06037214600,214600,Beverly Grove,"(34.0725795, -118.365913)",34.0725795,-118.365913,Census Tract 2146
06037214700,214700,Beverly Grove,"(34.0665205, -118.366383)",34.0665205,-118.366383,Census Tract 2147
06037214800,214800,Beverly Grove,"(34.070088, -118.3732965)",34.070088,-118.3732965,Census Tract 2148
06037214901,214901,Beverly Grove,"(34.0742895, -118.387219)",34.0742895,-118.387219,Census Tract 2149.01
06037214902,214902,Beverly Grove,"(34.073012, -118.379762)",34.073012,-118.379762,Census Tract 2149.02
06037215101,215101,Mid-Wilshire,"(34.063565, -118.3542505)",34.063565,-118.3542505,Census Tract 2151.01
06037215102,215102,Mid-Wilshire,"(34.0648495, -118.3456205)",34.0648495,-118.3456205,Census Tract 2151.02
06037216100,216100,Mid-Wilshire,"(34.0568595, -118.3378575)",34.0568595,-118.3378575,Census Tract 2161
06037216200,216200,Mid-Wilshire,"(34.05688, -118.3480075)",34.05688,-118.3480075,Census Tract 2162
06037216300,216300,Carthay,"(34.059083, -118.363807)",34.059083,-118.363807,Census Tract 2163
06037216401,216401,Pico-Robertson,"(34.0563915, -118.3799175)",34.0563915,-118.3799175,Census Tract 2164.01
06037216402,216402,Pico-Robertson,"(34.06116, -118.3804405)",34.06116,-118.3804405,Census Tract 2164.02
06037216700,216700,Mid-City,"(34.048208, -118.371729)",34.048208,-118.371729,Census Tract 2167
06037216800,216800,Carthay,"(34.055507, -118.369996)",34.055507,-118.369996,Census Tract 2168
06037216900,216900,Mid-City,"(34.0504795, -118.36321)",34.0504795,-118.36321,Census Tract 2169
06037217001,217001,Pico-Robertson,"(34.0519395, -118.3873275)",34.0519395,-118.3873275,Census Tract 2170.01
06037217002,217002,Pico-Robertson,"(34.049649, -118.381096)",34.049649,-118.381096,Census Tract 2170.02
06037217100,217100,Mid-Wilshire,"(34.049342, -118.354404)",34.049342,-118.354404,Census Tract 2171
06037217200,217200,Mid-Wilshire,"(34.049375, -118.3418365)",34.049375,-118.3418365,Census Tract 2172
06037218110,218110,Arlington Heights,"(34.044154, -118.3286425)",34.044154,-118.3286425,Census Tract 2181.10
06037218120,218120,Arlington Heights,"(34.0436875, -118.320626)",34.0436875,-118.320626,Census Tract 2181.20
06037218210,218210,Mid-City,"(34.043303, -118.3422655)",34.043303,-118.3422655,Census Tract 2182.10
06037218220,218220,Mid-City,"(34.043498, -118.334779)",34.043498,-118.334779,Census Tract 2182.20
06037218300,218300,Mid-City,"(34.041276, -118.3549225)",34.041276,-118.3549225,Census Tract 2183
06037218400,218400,Mid-City,"(34.037613, -118.3607045)",34.037613,-118.3607045,Census Tract 2184
06037218500,218500,Mid-City,"(34.0375635, -118.3505565)",34.0375635,-118.3505565,Census Tract 2185
06037218600,218600,Mid-City,"(34.037184, -118.3427065)",34.037184,-118.3427065,Census Tract 2186
06037218701,218701,Mid-City,"(34.0372715, -118.333362)",34.0372715,-118.333362,Census Tract 2187.01
06037218702,218702,West Adams,"(34.0327605, -118.335031)",34.0327605,-118.335031,Census Tract 2187.02
06037218800,218800,Arlington Heights,"(34.037556, -118.323034)",34.037556,-118.323034,Census Tract 2188
06037218900,218900,Jefferson Park,"(34.0331165, -118.3238185)",34.0331165,-118.3238185,Census Tract 2189
06037219010,219010,Jefferson Park,"(34.027596, -118.322938)",34.027596,-118.322938,Census Tract 2190.10
06037219020,219020,Jefferson Park,"(34.021941, -118.3229865)",34.021941,-118.3229865,Census Tract 2190.20
06037219300,219300,Jefferson Park,"(34.026962, -118.3316675)",34.026962,-118.3316675,Census Tract 2193
06037219500,219500,Baldwin Hills/Crenshaw,"(34.0211635, -118.3405655)",34.0211635,-118.3405655,Census Tract 2195
06037219700,219700,West Adams,"(34.028076, -118.347852)",34.028076,-118.347852,Census Tract 2197
06037219800,219800,West Adams,"(34.0298385, -118.354579)",34.0298385,-118.354579,Census Tract 2198
06037219901,219901,West Adams,"(34.0297025, -118.3604535)",34.0297025,-118.3604535,Census Tract 2199.01
06037219902,219902,West Adams,"(34.0305455, -118.36963)",34.0305455,-118.36963,Census Tract 2199.02
06037220000,220000,West Adams,"(34.0276275, -118.3405665)",34.0276275,-118.3405665,Census Tract 2200
06037220100,220100,Baldwin Hills/Crenshaw,"(34.0241755, -118.3664325)",34.0241755,-118.3664325,Census Tract 2201
06037221110,221110,Pico-Union,"(34.0455315, -118.2878625)",34.0455315,-118.2878625,Census Tract 2211.10
06037221120,221120,Pico-Union,"(34.042054, -118.2878455)",34.042054,-118.2878455,Census Tract 2211.20
06037221210,221210,Harvard Heights,"(34.04359, -118.3026265)",34.04359,-118.3026265,Census Tract 2212.10
06037221220,221220,Pico-Union,"(34.0436145, -118.2961455)",34.0436145,-118.2961455,Census Tract 2212.20
06037221302,221302,Harvard Heights,"(34.0417465, -118.3114895)",34.0417465,-118.3114895,Census Tract 2213.02
06037221303,221303,Harvard Heights,"(34.0453825, -118.308407)",34.0453825,-118.308407,Census Tract 2213.03
06037221304,221304,Arlington Heights,"(34.045369, -118.314651)",34.045369,-118.314651,Census Tract 2213.04
06037221401,221401,Jefferson Park,"(34.0339245, -118.3133125)",34.0339245,-118.3133125,Census Tract 2214.01
06037221402,221402,Harvard Heights,"(34.038279, -118.308985)",34.038279,-118.308985,Census Tract 2214.02
06037221500,221500,Adams-Normandie,"(34.034856, -118.3046185)",34.034856,-118.3046185,Census Tract 2215
06037221601,221601,Adams-Normandie,"(34.034833, -118.2959055)",34.034833,-118.2959055,Census Tract 2216.01
06037221602,221602,Pico-Union,"(34.038415, -118.292179)",34.038415,-118.292179,Census Tract 2216.02
06037221710,221710,University Park,"(34.034366, -118.287757)",34.034366,-118.287757,Census Tract 2217.10
06037221810,221810,Adams-Normandie,"(34.0305765, -118.292359)",34.0305765,-118.292359,Census Tract 2218.10
06037221820,221820,University Park,"(34.0305755, -118.286386)",34.0305755,-118.286386,Census Tract 2218.20
06037221900,221900,University Park,"(34.0260705, -118.289757)",34.0260705,-118.289757,Census Tract 2219
06037222001,222001,Jefferson Park,"(34.0282015, -118.3132745)",34.0282015,-118.3132745,Census Tract 2220.01
06037222002,222002,Exposition Park,"(34.0218995, -118.3135615)",34.0218995,-118.3135615,Census Tract 2220.02
06037222100,222100,Adams-Normandie,"(34.027317, -118.3024105)",34.027317,-118.3024105,Census Tract 2221
06037222200,222200,Adams-Normandie,"(34.0309165, -118.302424)",34.0309165,-118.302424,Census Tract 2222
06037222500,222500,Exposition Park,"(34.021865, -118.3045305)",34.021865,-118.3045305,Census Tract 2225
06037222600,222600,Exposition Park,"(34.0218365, -118.2958795)",34.0218365,-118.2958795,Census Tract 2226
06037222700,222700,University Park,"(34.020537, -118.2847645)",34.020537,-118.2847645,Census Tract 2227
06037224010,224010,Downtown,"(34.036945, -118.2655625)",34.036945,-118.2655625,Census Tract 2240.10
06037224020,224020,Historic South-Central,"(34.030734, -118.267245)",34.030734,-118.267245,Census Tract 2240.20
06037224200,224200,Pico-Union,"(34.041032, -118.277298)",34.041032,-118.277298,Census Tract 2242
06037224310,224310,Pico-Union,"(34.043569, -118.2820315)",34.043569,-118.2820315,Census Tract 2243.10
06037224320,224320,Pico-Union,"(34.041517, -118.2804885)",34.041517,-118.2804885,Census Tract 2243.20
06037224410,224410,University Park,"(34.0343195, -118.2789565)",34.0343195,-118.2789565,Census Tract 2244.10
06037224420,224420,University Park,"(34.0318675, -118.2778715)",34.0318675,-118.2778715,Census Tract 2244.20
06037224600,224600,Historic South-Central,"(34.0223275, -118.2717135)",34.0223275,-118.2717135,Census Tract 2246
06037224700,224700,University Park,"(34.0263755, -118.279223)",34.0263755,-118.279223,Census Tract 2247
06037226001,226001,Historic South-Central,"(34.0245655, -118.251001)",34.0245655,-118.251001,Census Tract 2260.01
06037226002,226002,Downtown,"(34.033429, -118.249304)",34.033429,-118.249304,Census Tract 2260.02
06037226410,226410,Historic South-Central,"(34.0242035, -118.2622875)",34.0242035,-118.2622875,Census Tract 2264.10
06037226420,226420,Historic South-Central,"(34.021775, -118.2569205)",34.021775,-118.2569205,Census Tract 2264.20
06037226700,226700,Historic South-Central,"(34.017615, -118.2623795)",34.017615,-118.2623795,Census Tract 2267
06037227010,227010,Central-Alameda,"(34.018875, -118.247064)",34.018875,-118.247064,Census Tract 2270.10
06037227020,227020,Central-Alameda,"(34.0161415, -118.2516245)",34.0161415,-118.2516245,Census Tract 2270.20
06037228100,228100,Central-Alameda,"(34.010118, -118.244922)",34.010118,-118.244922,Census Tract 2281
06037228210,228210,Central-Alameda,"(34.010168, -118.2525945)",34.010168,-118.2525945,Census Tract 2282.10
06037228220,228220,Central-Alameda,"(34.0065835, -118.2519225)",34.0065835,-118.2519225,Census Tract 2282.20
06037228310,228310,Historic South-Central,"(34.011872, -118.262852)",34.011872,-118.262852,Census Tract 2283.10
06037228320,228320,Historic South-Central,"(34.007893, -118.263681)",34.007893,-118.263681,Census Tract 2283.20
06037228410,228410,Historic South-Central,"(34.014163, -118.2690345)",34.014163,-118.2690345,Census Tract 2284.10
06037228420,228420,Historic South-Central,"(34.00749, -118.270975)",34.00749,-118.270975,Census Tract 2284.20
06037228500,228500,South Park,"(34.003629, -118.2695985)",34.003629,-118.2695985,Census Tract 2285
06037228600,228600,South Park,"(34.003674, -118.260853)",34.003674,-118.260853,Census Tract 2286
06037228710,228710,Central-Alameda,"(33.9993805, -118.2542925)",33.9993805,-118.2542925,Census Tract 2287.10
06037228720,228720,Central-Alameda,"(33.9993695, -118.2499415)",33.9993695,-118.2499415,Census Tract 2287.20
06037228800,228800,Central-Alameda,"(33.999104, -118.2430855)",33.999104,-118.2430855,Census Tract 2288
06037228900,228900,Central-Alameda,"(33.992114, -118.242838)",33.992114,-118.242838,Census Tract 2289
06037229100,229100,Central-Alameda,"(33.992164, -118.2520985)",33.992164,-118.2520985,Census Tract 2291
06037229200,229200,South Park,"(33.99828, -118.260835)",33.99828,-118.260835,Census Tract 2292
06037229300,229300,South Park,"(33.998151, -118.269586)",33.998151,-118.269586,Census Tract 2293
06037229410,229410,South Park,"(33.9922445, -118.2695665)",33.9922445,-118.2695665,Census Tract 2294.10
06037229420,229420,South Park,"(33.9925325, -118.2608205)",33.9925325,-118.2608205,Census Tract 2294.20
06037231100,231100,Historic South-Central,"(34.016069, -118.2760825)",34.016069,-118.2760825,Census Tract 2311
06037231210,231210,Exposition Park,"(34.014521, -118.2980095)",34.014521,-118.2980095,Census Tract 2312.10
06037231220,231220,Exposition Park,"(34.014515, -118.28932)",34.014515,-118.28932,Census Tract 2312.20
06037231300,231300,Exposition Park,"(34.0145435, -118.304539)",34.0145435,-118.304539,Census Tract 2313
06037231400,231400,Exposition Park,"(34.014552, -118.312994)",34.014552,-118.312994,Census Tract 2314
06037231500,231500,Vermont Square,"(34.0072765, -118.310826)",34.0072765,-118.310826,Census Tract 2315
06037231600,231600,Vermont Square,"(34.00727, -118.2980435)",34.00727,-118.2980435,Census Tract 2316
06037231710,231710,Vermont Square,"(34.007373, -118.2893345)",34.007373,-118.2893345,Census Tract 2317.10
06037231720,231720,Vermont Square,"(34.007429, -118.2840635)",34.007429,-118.2840635,Census Tract 2317.20
06037231800,231800,Historic South-Central,"(34.0074525, -118.27748)",34.0074525,-118.27748,Census Tract 2318
06037231900,231900,South Park,"(33.9996995, -118.277466)",33.9996995,-118.277466,Census Tract 2319
06037232110,232110,Vermont Square,"(33.9994895, -118.2893225)",33.9994895,-118.2893225,Census Tract 2321.10
06037232120,232120,Vermont Square,"(33.9997375, -118.28378)",33.9997375,-118.28378,Census Tract 2321.20
06037232200,232200,Vermont Square,"(34.0016535, -118.2980375)",34.0016535,-118.2980375,Census Tract 2322
06037232300,232300,Vermont Square,"(33.9975775, -118.29803)",33.9975775,-118.29803,Census Tract 2323
06037232400,232400,Vermont Square,"(33.999376, -118.310834)",33.999376,-118.310834,Census Tract 2324
06037232500,232500,Chesterfield Square,"(33.992088, -118.3107815)",33.992088,-118.3107815,Census Tract 2325
